Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Gender_Male,Internet_Access_Yes,Extracurricular_Activities_Yes,Learning_Disabilities_Yes,Performance
0.5240064704257652,0.35016011071259845,-1.5613844014779978,1.2916909205977005,-0.020614188136724592,-0.14558668462815175,-1.303328368638466,-1.526549211385223,-1.0627267743147215,-0.327795184066151,-0.6609447380272122,1.0700953560616067,0.02703769776949154,-0.8944468038655478,-0.746762505713383,-0.019948458664504256,0.8542971518919078,0.2849138134167312,-1.2138545520445587,-0.3414850519579333,-0.9054236353864672
-0.16825209033059546,-1.3887530786254279,-1.5613844014779978,-0.14246265213453213,0.6601798925215286,-1.1186198385755213,-1.303328368638466,0.604223499312708,0.2850456414649008,-0.327795184066151,-0.6609447380272122,-1.5772301703235565,0.9993433514468182,0.3893124337002374,0.7497680514020127,-1.8734370653918766,-1.1705528899229287,0.2849138134167312,-1.2138545520445587,-0.3414850519579333,-0.9054236353864672
0.6970711106148554,1.5673993432492168,-0.12145831075751347,-0.14246265213453213,-0.020614188136724592,1.1054559418756091,0.13609229851676186,0.604223499312708,0.2850456414649008,-0.327795184066151,-0.6609447380272122,-0.2535674071309749,0.9993433514468182,1.6730716712660227,-0.746762505713383,2.1424549158507635,0.8542971518919078,0.2849138134167312,0.8238219301609467,-0.3414850519579333,1.1044553741665515
1.562394311560306,0.784888408047105,-1.5613844014779978,-0.14246265213453213,0.6601798925215286,1.591972518849294,0.13609229851676186,-0.18218131010779123,0.2850456414649008,-0.327795184066151,-0.6609447380272122,-1.5772301703235565,0.9993433514468182,-0.8944468038655478,0.7497680514020127,1.2157106124870773,0.8542971518919078,0.2849138134167312,0.8238219301609467,-0.3414850519579333,1.1044553741665515
-0.16825209033059546,1.045725386447809,-0.12145831075751347,-0.14246265213453213,-0.7014082687949779,-0.7016056297409343,0.13609229851676186,1.1621865911696407,0.2850456414649008,1.3482065745911913,-0.6609447380272122,-0.2535674071309749,0.9993433514468182,0.3893124337002374,-0.746762505713383,0.906795844699182,-1.1705528899229287,0.2849138134167312,0.8238219301609467,-0.3414850519579333,1.1044553741665515
-0.16825209033059546,0.6979427485802037,-0.12145831075751347,-0.14246265213453213,0.6601798925215286,0.9664512055974134,0.13609229851676186,1.1621865911696407,0.2850456414649008,-0.327795184066151,-0.6609447380272122,1.0700953560616067,0.02703769776949154,1.6730716712660227,-0.746762505713383,1.2157106124870773,0.8542971518919078,0.2849138134167312,0.8238219301609467,-0.3414850519579333,1.1044553741665515
1.562394311560306,0.35016011071259845,-0.12145831075751347,-1.5766162248667648,-0.020614188136724592,-0.49309852532364085,-1.303328368638466,-0.18218131010779123,-1.0627267743147215,-0.327795184066151,1.5129857951283492,-0.2535674071309749,-0.9452679559078351,-0.8944468038655478,0.7497680514020127,-0.019948458664504256,0.8542971518919078,0.2849138134167312,0.8238219301609467,-0.3414850519579333,-0.9054236353864672
0.8701357508039455,-0.17151384608880949,-1.5613844014779978,1.2916909205977005,-0.7014082687949779,-1.7441411518274017,0.13609229851676186,-0.18218131010779123,1.6328180572445234,1.3482065745911913,-0.6609447380272122,-1.5772301703235565,-0.9452679559078351,-0.8944468038655478,2.2462986085174084,-0.3288632264523996,0.8542971518919078,0.2849138134167312,0.8238219301609467,-0.3414850519579333,-0.9054236353864672
-0.5143813707087758,1.2196167053816116,-0.12145831075751347,1.2916909205977005,-0.7014082687949779,0.340929892345533,1.5755129656719897,-1.526549211385223,0.2850456414649008,-2.0037969427234934,1.5129857951283492,-0.2535674071309749,-1.9175736095851619,0.3893124337002374,-0.746762505713383,0.5978810769112866,0.8542971518919078,0.2849138134167312,-1.2138545520445587,-0.3414850519579333,1.1044553741665515
0.5240064704257652,1.5673993432492168,-0.12145831075751347,-0.14246265213453213,0.6601798925215286,-0.2845914209063474,0.13609229851676186,-1.526549211385223,1.6328180572445234,1.3482065745911913,-0.6609447380272122,1.0700953560616067,1.9716490051241449,-0.8944468038655478,0.7497680514020127,1.5246253802749727,0.8542971518919078,0.2849138134167312,0.8238219301609467,-0.3414850519579333,1.1044553741665515
-0.5143813707087758,0.0023774728449931655,-1.5613844014779978,1.2916909205977005,0.6601798925215286,0.8969488374583156,0.13609229851676186,1.5949763884556059,0.2850456414649008,1.3482065745911913,1.5129857951283492,-0.2535674071309749,0.9993433514468182,0.3893124337002374,0.7497680514020127,0.28896630912339116,0.8542971518919078,-3.509833335238621,-1.2138545520445587,-0.3414850519579333,1.1044553741665515
